Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
Round 2,National Institute of Technology Calicut,Machine Design,G1,OPEN,511,490
Round 2,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,EWS,546,542
Round 2,National Institute of Technology Calicut,Structural Engineering,G1,ST,327,312
Round 2,National Institute of Technology Calicut,Water Resource Engineering,G1,ST,279,279
Round 2,National Institute of Technology Delhi,Power Electronics & Drives,G1,OPEN,486,350
Round 2,National Institute of Technology Delhi,Mathematics & Computing (MC),G1,OPEN,506,467
Round 2,National Institute of Technology Delhi,Computer Science & Engineering (Analytics),G1,OPEN,517,490
Round 2,National Institute of Technology Durgapur,Geotechnical Engineering,G1,ST,263,263
Round 2,National Institute of Technology Durgapur,Structural Engineering,G1,OPEN,466,382
Round 2,National Institute of Technology Durgapur,Computer Science & Engineering,G1,ST,299,254
Round 2,National Institute of Technology Goa,Computer Science & Engineering,G1,ST,363,363
Round 2,"National Institute of Technology Karnataka, Surathkal",Communication Engineering and Networks,G1,SC,383,330
Round 2,"National Institute of Technology Karnataka, Surathkal",Industrial Biotechnology,G1,ST,205,205
Round 2,"National Institute of Technology Karnataka, Surathkal",Materials Engineering,G1,OPEN,553,360
Round 2,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,G1,OPEN,565,425
Round 2,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,G2,SC,289,263
Round 2,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,G1,ST,339,321
Round 2,"National Institute of Technology Karnataka, Surathkal",Thermal Engineering,G1,OPEN,524,501
Round 2,National Institute of Technology Meghalaya,Computer Science & Engineering,G1,ST,249,249
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,OBC-NCL,309,309
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Biotechnology,G1,OPEN,465,356
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Analytics,G1,OPEN,442,401
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,G1,OPEN,457,416
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Signal Processing and Machine Learning,G1,SC,253,239
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,SC,296,259
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,OPEN,521,446
Round 2,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),G1,SC,267,247
Round 2,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,OPEN,507,373
Round 2,Malaviya National Institute of Technology Jaipur,Power Systems,G1,SC,241,231
Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,G2,OBC-NCL,488,484
Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,G2,OPEN,543,525
Round 2,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,OPEN,634,562
Round 2,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,ST,251,251
Round 2,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,ST,258,258
Round 2,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,OPEN,421,421
Round 2,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,OPEN,483,412
Round 2,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,G1,SC,314,314
Round 2,Motilal Nehru National Institute of Technology Allahabad,Fluids Engineering,G1,OPEN,374,354
Round 2,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,ST,246,246
Round 2,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,ST,275,275
Round 2,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,SC,392,357
Round 2,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,G1,OPEN,611,581
Round 2,National Institute of Technology Agartala,VLSI Design,G1,OPEN,426,350
Round 2,National Institute of Technology Calicut,Environmental Geotechnology,G1,EWS,353,353
Round 2,National Institute of Technology Calicut,Electronics Design & Technology,G1,OBC-NCL,521,501
Round 2,National Institute of Technology Calicut,Signal Processing,G1,EWS,405,405
Round 2,National Institute of Technology Calicut,Structural Engineering,G1,EWS,475,432
Round 2,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),G1,OPEN,626,558
Round 2,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,EWS,409,405
Round 2,National Institute of Technology Durgapur,Geotechnical Engineering,G1,OPEN,379,379
Round 2,National Institute of Technology Durgapur,Next Generation Communication and Networks,G1,OPEN,438,351
Round 2,National Institute of Technology Durgapur,Thermal Engineering,G1,SC,265,265
Round 2,National Institute of Technology Goa,VLSI,G1,OPEN,505,409
Round 2,National Institute of Technology Hamirpur,Energy Technology,G1,SC,249,207
Round 2,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),G1,OBC-NCL,416,359
Round 2,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,G1,ST,449,351
Round 2,"National Institute of Technology Karnataka, Surathkal",Environmental Science & Technology,G1,ST,299,248
Round 2,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,G1,OBC-NCL,414,382
Round 2,"National Institute of Technology Karnataka, Surathkal",Geotechnical Engineering,G1,SC,353,300
Round 2,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G3,OBC-NCL,495,486
Round 2,"National Institute of Technology Karnataka, Surathkal",Marine Structures,G1,OPEN,529,371
Round 2,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,G1,OBC-NCL,513,494
Round 2,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,G1,OPEN-PwD,258,258
Round 2,"National Institute of Technology Karnataka, Surathkal",VLSI Design,G2,SC,409,401
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,G1,SC,251,251
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,G1,OBC-NCL,397,333
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,OBC-NCL,431,374
Round 2,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G2,OPEN,403,403
Round 2,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,OPEN,526,442
Round 2,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,EWS,322,322
Round 2,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,OPEN,554,376
Round 2,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,ST,304,304
Round 2,Malaviya National Institute of Technology Jaipur,Urban Planning,G1,SC,243,215
Round 2,Malaviya National Institute of Technology Jaipur,Urban Planning,G1,ST,271,260
Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,G2,EWS,475,475
Round 2,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,OBC-NCL,341,341
Round 2,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,EWS,394,374
Round 2,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,SC,303,268
Round 2,Maulana Azad National Institute of Technology Bhopal,Urban Planning,G1,EWS,310,310
Round 2,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,ST,243,243
Round 2,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,EWS,377,304
Round 2,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,G1,EWS,370,357
Round 2,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,G1,OPEN,495,386
Round 2,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,G1,OPEN,522,373
Round 2,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,G1,EWS,566,540
Round 2,National Institute of Technology Agartala,Structural Engineering,G1,ST,263,263
Round 2,National Institute of Technology Calicut,M.Plan. (Urban Planning),G1,OPEN,611,511
Round 2,National Institute of Technology Calicut,Energy Engineering & Management,G1,SC,259,259
Round 2,National Institute of Technology Calicut,High Voltage Engineering,G1,SC,236,236
Round 2,National Institute of Technology Calicut,Industrial Power & Automation,G1,SC,250,208
Round 2,National Institute of Technology Calicut,Manufacturing Technology,G1,OBC-NCL,370,342
Round 2,National Institute of Technology Calicut,Nanotechnology,G1,OBC-NCL,323,323
Round 2,National Institute of Technology Calicut,Power Electronics,G1,SC,307,270
Round 2,National Institute of Technology Calicut,Power Systems,G1,OBC-NCL,361,333
Round 2,National Institute of Technology Calicut,Signal Processing,G1,OBC-NCL,459,442
Round 2,National Institute of Technology Calicut,Structural Engineering,G1,OBC-NCL,476,462
Round 2,National Institute of Technology Calicut,Thermal Sciences,G1,SC,269,251
Round 2,National Institute of Technology Calicut,Water Resource Engineering,G1,OBC-NCL,355,339
Round 2,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),G1,ST,299,296
Round 2,National Institute of Technology Delhi,Computer Aided Design & Manufacturing,G1,SC,323,243
Round 2,National Institute of Technology Delhi,Computer Science & Engineering (Analytics),G1,EWS,423,423
Round 2,National Institute of Technology Durgapur,Biotechnology,G1,OBC-NCL,334,314
Round 2,National Institute of Technology Durgapur,Environmental Science & Technology,G1,SC,240,109
Round 2,National Institute of Technology Durgapur,Microelectronics & VLSI,G1,OBC-NCL,480,454
Round 2,National Institute of Technology Durgapur,Chemical Engineering (Energy Resources and Sustainable Environmental Engineering),G1,OPEN,404,404
Round 2,National Institute of Technology Durgapur,Structural Engineering,G1,EWS,363,339
Round 2,National Institute of Technology Durgapur,Computer Science & Engineering,G1,OBC-NCL,451,412
Round 2,National Institute of Technology Goa,VLSI,G1,OBC-NCL,405,354
Round 2,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,G1,ST,415,341
Round 2,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,G1,OPEN,595,521
Round 2,"National Institute of Technology, Rourkela",Industrial Design,G3,OBC-NCL,330,330
Round 2,"National Institute of Technology, Rourkela",Computer Science,G1,ST,318,314
Round 2,"National Institute of Technology, Silchar",Artificial Intelligence,G1,EWS,412,357
Round 2,"National Institute of Technology, Silchar",Renewable Energy,G1,SC,296,296
Round 2,"National Institute of Technology, Silchar",Structural Engineering,G1,ST,304,304
Round 2,"National Institute of Technology, Silchar",Transportation Engineering,G1,SC,315,259
Round 2,"National Institute of Technology, Silchar",Computer Science & Engineering,G1,OPEN,502,453
Round 2,"National Institute of Technology, Srinagar",Mechanical System Design,G1,SC,289,289
Round 2,"National Institute of Technology, Srinagar",Power Electronics & Electrical Drives,G1,OPEN,367,367
Round 2,"National Institute of Technology, Srinagar",Communication & Signal Processing,G1,SC,301,301
Round 2,"National Institute of Technology, Srinagar",Transportation Engineering & Planning,G1,ST,351,351
Round 2,"National Institute of Technology, Srinagar",Water Resources Engineering,G1,OPEN,510,403
Round 2,"National Institute of Technology, Tiruchirappalli",Communication Systems,G1,ST,281,256
Round 2,"National Institute of Technology, Tiruchirappalli",Industrial Safety Engineering,G2,OPEN,390,390
Round 2,"National Institute of Technology, Tiruchirappalli",Manufacturing Technology,G1,EWS,453,372
Round 2,"National Institute of Technology, Tiruchirappalli",Power Systems,G1,EWS,458,424
Round 2,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,G1,OBC-NCL,498,470
Round 2,"National Institute of Technology, Tiruchirappalli",VLSI System,G1,SC,483,455
Round 2,National Institute of Technology Uttarakhand,Structural Engineering,G1,OBC-NCL,329,327
Round 2,"National Institute of Technology, Warangal",Materials and Systems Engineering Design,G1,OPEN,503,402
Round 2,"National Institute of Technology, Warangal",Power Systems Engineering,G1,OPEN,509,393
Round 2,"National Institute of Technology, Warangal",Systems and Control Engineering,G1,SC,263,263
Round 2,"National Institute of Technology, Warangal",Transportation Engineering,G1,OPEN,523,454
Round 2,"National Institute of Technology, Warangal",Geo-technical Engineering,G1,OBC-NCL,398,386
Round 2,"National Institute of Technology, Warangal",Water Resources Engineering,G1,OBC-NCL,352,321
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,G1,SC,318,299
Round 2,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,G1,EWS,438,397
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Power Electronics & Drives,G1,OBC-NCL,344,321
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Structural Dynamics & Earthquake Engineering,G1,EWS,343,337
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Urban Planning,G1,OBC-NCL,428,389
Round 2,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science & Engineering,G1,SC,382,348
Round 2,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Renewable Energy Science and Technology,G1,OPEN,568,568
